Time (HH:mm:ss),Time (GPS ns),UTC offset (s),Time from start of file (s),Latitude (deg),Longitude (deg),Altitude (m),Velocity north (m/s),Velocity east (m/s),Velocity down (m/s),Acceleration Xv (m/s²),Acceleration Yv (m/s²),Acceleration Zv (m/s²),Heading (deg),Pitch (deg),Roll (deg),Velocity up (m/s)
20:53:40,1302123238201000000,-18,971.204000000,37.4279498433219,-122.183073921577,8.05231189727783,0.0001,0.0018,-0.0001,0.0072,-0.2548,-10.3276,26.7361014815281,-0.0631399490234167,-0.324752478280151,0.0001
20:53:41,1302123239201000000,-18,972.204000000,37.4279498539585,-122.183073882819,8.05310440063477,-0.0025,0.0055,-0.0035,-0.0109,1.2743,-13.0208,26.7378203549135,-0.0684111607386203,-0.328591295507527,0.0035
20:53:42,1302123240201000000,-18,973.204000000,37.4279498657224,-122.183073887497,8.05095386505127,-0.0007,0.0001,-0.0029,0.0712,-1.2799,-12.9801,26.7389662705038,-0.0692133016518034,-0.330080985774867,0.0029
20:53:43,1302123241201000000,-18,974.204000000,37.4279498612066,-122.183073927462,8.04862880706787,0.003,-0.006,-0.0106,-0.0167,2.1249,-9.7443,26.7468730880766,-0.0700154425649866,-0.326585943224569,0.0106
20:53:44,1302123242201000000,-18,975.204000000,37.4279498497245,-122.183073950913,8.05282783508301,-0.0006,0.0027,-0.0131,0.0016,-0.9772,-11.8885,26.7479617078873,-0.0676663156049502,-0.328992365964119,0.0131
20:53:45,1302123243201000000,-18,976.204000000,37.427949844488,-122.18307395268,8.05500221252441,0.0032,-0.0026,-0.0016,0.0374,-4.2408,-6.3057,26.7531183280435,-0.0629107659053644,-0.327273492578726,0.0016
20:53:46,1302123244201000000,-18,977.204000000,37.4279498353686,-122.18307393486,8.04836273193359,0.0016,0.0003,0.0101,0.0101,-0.6868,-9.4276,26.7591343848924,-0.0565509343794122,-0.324752478280151,-0.0101
20:53:47,1302123245201000000,-18,978.204000000,37.427949824318,-122.183073910143,8.04090213775635,-0.0002,-0.0029,0.0022,-0.0145,2.226,-11.7671,26.7647493712847,-0.0573530752925954,-0.322174168202062,-0.0022
20:53:48,1302123246201000000,-18,979.204000000,37.427949809827,-122.183073916664,8.0358419418335,-0.0054,0.0042,-0.008,-0.0291,2.2883,-4.5305,26.7668693151267,-0.0564363428203861,-0.319653153903486,0.008
20:53:49,1302123247201000000,-18,980.204000000,37.4279497966479,-122.183073921731,8.03544998168945,-0.0047,-0.0028,-0.0021,-0.0327,-0.2719,-13.5189,26.7615408076319,-0.055691497686716,-0.320054224360078,0.0021
20:53:50,1302123248201000000,-18,981.204000000,37.4279498105885,-122.183073918669,8.03596591949463,0.0002,-0.0084,0.0042,-0.0963,6.3057,-12.1107,26.75942086379,-0.0610200051814327,-0.318335350974685,-0.0042
20:53:51,1302123249201000000,-18,982.204000000,37.4279498474715,-122.183073902799,8.04012870788574,-0.0046,0.0052,-0.0058,-0.0536,-0.5317,-13.6827,26.7541496520748,-0.0642858646136784,-0.32251794287914,0.0058
20:53:52,1302123250201000000,-18,983.204000000,37.4279498712252,-122.183073902208,8.03526592254639,0.0014,-0.0036,0.0029,-0.0317,-2.28,-11.813,26.7523734829099,-0.0634837237004952,-0.325382731854794,-0.0029
20:53:53,1302123251201000000,-18,984.204000000,37.4279499033712,-122.183073884063,8.02726936340332,-0.0025,-0.0002,0.0003,-0.0256,-0.7462,-9.4892,26.7536339900591,-0.0671506535893325,-0.330482056231459,-0.0003
20:53:54,1302123252201000000,-18,985.204000000,37.4279499351772,-122.183073889132,8.03344821929932,-0.0004,-0.0074,0.0015,-0.0169,-5.4426,-11.7728,26.7456125809273,-0.068239273400081,-0.333060366309548,-0.0015
20:53:55,1302123253201000000,-18,986.204000000,37.4279498952084,-122.183073891054,8.04424858093262,0.0004,-0.0104,-0.001,-0.0145,-1.2628,-12.1216,26.7430342708492,-0.0687549354156988,-0.329164253302658,0.001
20:53:56,1302123254201000000,-18,987.204000000,37.4279498621605,-122.183073902883,8.04872703552246,-0.0053,0.0002,-0.0014,-0.0327,2.9943,-16.2985,26.7469303838561,-0.0659474422195577,-0.331398788703668,0.0014
20:53:57,1302123255201000000,-18,988.204000000,37.4279498775478,-122.183073902843,8.04410839080811,-0.0025,-0.0038,0.002,0.0052,1.1021,-12.0632,26.7446385526756,-0.0723072737455099,-0.326872422122135,-0.002
20:53:58,1302123256201000000,-18,989.204000000,37.427949907378,-122.183073898317,8.0374116897583,0.0007,-0.0096,-0.004,0.0446,0.2599,-10.1068,26.7407997354482,-0.072364569525023,-0.321314731509366,0.004
20:53:59,1302123257201000000,-18,990.204000000,37.4279499267451,-122.183073872627,8.03378105163574,-0.0078,0.0049,-0.0097,0.0423,-0.0301,-16.5211,26.7320907769622,-0.0699008510059604,-0.319309379226408,0.0097
20:54:00,1302123258201000000,-18,991.204000000,37.4279498766902,-122.183073854234,8.03561210632324,-0.002,-0.0081,0.0031,-0.0095,-0.2989,-9.1346,26.717766832084,-0.0713905412733006,-0.320627182155209,-0.0031
20:54:01,1302123259201000000,-18,992.204000000,37.427949859548,-122.183073839694,8.04074859619141,-0.0056,-0.0007,-0.0081,0.0567,-5.7026,-7.9652,26.7013802391432,-0.0649734139678353,-0.3210282526118,0.0081
20:54:02,1302123260201000000,-18,993.204000000,37.4279498344569,-122.183073868367,8.04406929016113,-0.0003,-0.0103,-0.0019,-0.0164,0.863,-15.4271,26.6969684641207,-0.0609054136224065,-0.323549266910376,0.0019
20:54:03,1302123261201000000,-18,994.204000000,37.4279498364714,-122.183073918084,8.04262161254883,-0.0038,-0.0014,0.0032,-0.0274,0.5537,-7.4333,26.6965673936641,-0.0660047379990708,-0.326242168547491,-0.0032
20:54:04,1302123262201000000,-18,995.204000000,37.4279498462292,-122.183073932714,8.04277420043945,0.0013,-0.0079,0.0044,-0.0767,4.9292,-10.5612,26.6895773085635,-0.0643431603931914,-0.326012985429438,-0.0044
20:54:05,1302123263201000000,-18,996.204000000,37.4279498303447,-122.183073920333,8.04618263244629,0.0059,-0.0148,0.0053,-0.0725,3.4395,-9.1319,26.6821288572268,-0.0624523996692597,-0.324523295162098,-0.0053
20:54:06,1302123264201000000,-18,997.204000000,37.4279498212066,-122.183073915919,8.04407501220703,0.0004,-0.0079,0.0016,-0.0436,-1.1907,-6.5316,26.6675757292305,-0.0653171886449138,-0.320569886375696,-0.0016
20:54:07,1302123265201000000,-18,998.204000000,37.4279498337812,-122.183073925834,8.04076480865479,0.0003,-0.0053,-0.0035,-0.0806,4.5014,-6.4524,26.6557155028713,-0.0665204000146886,-0.321887689304496,0.0035
20:54:08,1302123266201000000,-18,999.204000000,37.4279498557351,-122.183073946286,8.0407018661499,-0.0022,0.0014,-0.0011,0.0017,-1.6716,-11.3831,26.6368651914115,-0.0637129068185475,-0.322231463981575,0.0011
20:54:09,1302123267201000000,-18,1000.204000000,37.4279498723102,-122.183073952673,8.04166603088379,0.0012,0.0041,-0.0093,-0.0145,-1.7651,-9.978,26.6164678939048,-0.0656609633219923,-0.322861717556219,0.0093
20:54:10,1302123268201000000,-18,1001.204000000,37.4279498836585,-122.18307394102,8.03858089447021,0.0035,0.0029,-0.0013,-0.0291,0.7111,-11.0007,26.6050087380022,-0.0663485126761493,-0.322632534438167,0.0013
20:54:11,1302123269201000000,-18,1002.204000000,37.4279499023668,-122.183073940883,8.0351095199585,0.011,-0.0059,0.0104,-0.0298,-0.0055,-10.0986,26.5949819765874,-0.0674371324868979,-0.324465999382585,-0.0104
20:54:12,1302123270201000000,-18,1003.204000000,37.4279499302062,-122.183073954433,8.03412628173828,0.0072,0.0003,0.005,0.0212,-2.8497,-11.3415,26.5852416940702,-0.0638847941570868,-0.326643239004082,-0.005
20:54:13,1302123271201000000,-18,1004.204000000,37.4279499242765,-122.183073949112,8.03318405151367,0.0021,0.0059,-0.002,0.0066,1.6619,-7.711,26.5783089047491,-0.0638847941570868,-0.322002280863523,0.002
20:54:14,1302123272201000000,-18,1005.204000000,37.427949918145,-122.183073935235,8.03322124481201,0.0006,0.0061,0.0046,0.0064,2.6197,-8.6711,26.5614066497928,-0.0697289636674212,-0.319767745462512,-0.0046
20:54:15,1302123273201000000,-18,1006.204000000,37.4279499123782,-122.1830739132,8.03791332244873,-0.0028,0.009,0.0069,0.1029,-4.3571,-12.976,26.5400353240344,-0.0728229357611276,-0.325726506531873,-0.0069
20:54:16,1302123274201000000,-18,1007.204000000,37.4279499088398,-122.18307388388,8.04754066467285,0.0018,0.0056,0.0038,0.056,-3.0662,-8.7266,26.5205547589999,-0.0717916117298921,-0.325497323413821,-0.0038
20:54:17,1302123275201000000,-18,1008.204000000,37.4279499163521,-122.183073847772,8.04951190948486,0.0074,-0.001,0.0075,0.0421,-1.3472,-12.3048,26.5027930673509,-0.0699008510059604,-0.324809774059664,-0.0075
20:54:18,1302123276201000000,-18,1009.204000000,37.4279499676482,-122.183073821329,8.03714466094971,0.0006,0.0134,0.0065,0.0515,-2.2087,-16.8005,26.4840000516706,-0.0697862594469343,-0.3210282526118,-0.0065
20:54:19,1302123277201000000,-18,1010.204000000,37.4279499909122,-122.18307382019,8.02535343170166,0.0047,0.0017,0.0125,0.0635,-5.292,-7.8886,26.477239149688,-0.0713332454937875,-0.319825041242025,-0.0125
20:54:20,1302123278201000000,-18,1011.204000000,37.4279499369823,-122.183073816977,8.03550624847412,0.0041,-0.0061,-0.0083,-0.0246,0.2639,-10.1624,26.4676707545093,-0.0666349915737147,-0.318106167856633,0.0083
20:54:21,1302123279201000000,-18,1012.204000000,37.4279498519063,-122.183073796379,8.05144309997559,0.0004,-0.0057,-0.0023,-0.026,-3.3515,-3.6722,26.450768499553,-0.0657755548810185,-0.3135798012751,0.0023
20:54:22,1302123280201000000,-18,1013.204000000,37.4279498572178,-122.183073785369,8.05062389373779,-0.0068,0.0063,0.0042,-0.0476,1.1138,-7.7806,26.437590470265,-0.0643431603931914,-0.314725716865361,-0.0042
20:54:23,1302123281201000000,-18,1014.204000000,37.4279499188422,-122.183073791487,8.03861999511719,-0.0031,-0.0002,0.0111,-0.0682,2.8553,-8.5026,26.4267042721575,-0.0732813019972323,-0.317647801620528,-0.0111
20:54:24,1302123282201000000,-18,1015.204000000,37.4279499513909,-122.183073837138,8.03484725952148,-0.0025,-0.004,-0.005,-0.052,-1.549,-11.6849,26.4200006659545,-0.0771774150041219,-0.323663858469402,0.005
20:54:25,1302123283201000000,-18,1016.204000000,37.4279499125036,-122.183073873391,8.03866481781006,-0.0026,-0.0017,-0.0017,-0.0738,2.0706,-11.7678,26.4140992006646,-0.0774638939016873,-0.321314731509366,0.0017
20:54:26,1302123284201000000,-18,1017.204000000,37.4279498854511,-122.183073902094,8.04593753814697,-0.0067,0.0083,-0.0001,-0.075,6.4744,-4.2673,26.4099739045397,-0.0712759497142744,-0.325153548736742,0.0001
20:54:27,1302123285201000000,-18,1018.204000000,37.4279499015371,-122.183073926205,8.04554557800293,-0.0038,0.0008,0.0104,-0.0152,1.7876,-4.8646,26.40052010092,-0.0697862594469343,-0.326356760106517,-0.0104
20:54:28,1302123286201000000,-18,1019.204000000,37.427949881369,-122.183073925302,8.04281711578369,0.0001,-0.0096,-0.0001,-0.0021,-1.1886,-13.0849,26.3859096771442,-0.0672079493688456,-0.322460647099627,0.0001
20:54:29,1302123287201000000,-18,1020.204000000,37.427949845366,-122.183073913447,8.04084205627441,-0.0066,0.0011,0.0009,0.0357,-1.5335,-7.9094,26.3776590848943,-0.0634837237004952,-0.32326278801281,-0.0009
20:54:30,1302123288201000000,-18,1021.204000000,37.4279498125701,-122.183073908733,8.04063415527344,-0.0089,0.0022,0.0063,0.0453,2.24,-11.0183,26.3679188023771,-0.0587854697804225,-0.319252083446895,-0.0063
20:54:31,1302123289201000000,-18,1022.204000000,37.4279498042821,-122.183073912943,8.0415210723877,-0.0079,-0.0005,0.0044,0.0346,0.9918,-11.9961,26.3582931114189,-0.0616502587560766,-0.315986224014649,-0.0044
20:54:32,1302123290201000000,-18,1023.204000000,37.4279498212807,-122.183073922605,8.04176330566406,-0.0077,0.004,0.0038,0.0281,-2.0086,-9.112,26.3522197587905,-0.0644577519522176,-0.322231463981575,-0.0038
20:54:33,1302123291201000000,-18,1024.204000000,37.4279498325184,-122.183073908831,8.0406665802002,-0.0054,0.0012,0.0019,0.0422,-6.7445,-9.815,26.3460318146031,-0.0639420899365999,-0.326585943224569,-0.0019
20:54:34,1302123292201000000,-18,1025.204000000,37.4279498516375,-122.183073899258,8.04210090637207,-0.0049,0.0035,-0.0129,-0.0759,3.7847,-8.9975,26.339099025282,-0.0621086249921812,-0.330940422467563,0.0129
20:54:35,1302123293201000000,-18,1026.204000000,37.4279498836997,-122.183073925104,8.04610443115234,-0.0019,-0.0013,-0.0117,-0.0739,-0.0011,-14.6314,26.3296452216623,-0.063999385716113,-0.327044309460674,0.0117
20:54:36,1302123294201000000,-18,1027.204000000,37.4279498532363,-122.183073967414,8.0479736328125,-0.0024,0.0002,-0.0031,0.0198,-7.7878,-7.4325,26.3224259534437,-0.0661766253376101,-0.326356760106517,0.0031
20:54:37,1302123295201000000,-18,1028.204000000,37.4279498486635,-122.183073993973,8.04648399353027,0.0024,-0.0014,-0.0013,-0.0679,1.9989,-11.3877,26.3180141784212,-0.0623378081102336,-0.327273492578726,0.0013
20:54:38,1302123296201000000,-18,1029.204000000,37.4279498990334,-122.183073991628,8.04423141479492,0.0038,-0.0012,-0.0039,-0.0395,-0.3503,-5.5201,26.3155504599021,-0.06543178020394,-0.327674563035318,0.0039
20:54:39,1302123297201000000,-18,1030.204000000,37.4279499439577,-122.183073961763,8.04207038879395,0.0034,-0.0027,0.0115,-0.0101,1.0125,-5.1966,26.3137169949577,-0.0690987100927773,-0.326757830563108,-0.0115
20:54:40,1302123298201000000,-18,1031.204000000,37.4279499291538,-122.183073972378,8.04154586791992,-0.0016,0.0084,-0.006,-0.0353,-0.3725,-8.5986,26.3111959806591,-0.0707029919191436,-0.328476703948501,0.006
20:54:41,1302123299201000000,-18,1032.204000000,37.427949886326,-122.183073984279,8.04465484619141,-0.0008,0.0066,-0.0065,0.0316,-3.167,-11.3759,26.3087322621401,-0.068926822754238,-0.330023689995354,0.0065
20:54:42,1302123300201000000,-18,1033.204000000,37.4279498928251,-122.183073979151,8.0481071472168,0.0046,0.0024,0.006,0.0016,-1.125,-16.2297,26.3098781777303,-0.0652598928654008,-0.330825830908537,-0.006
20:54:43,1302123301201000000,-18,1034.204000000,37.4279499400039,-122.183073961418,8.04249382019043,0.0094,-0.0031,-0.0026,0.0439,-3.819,-8.543,26.310508431305,-0.0669214704712802,-0.326872422122135,0.0026
20:54:44,1302123302201000000,-18,1035.204000000,37.4279499837706,-122.183073956796,8.03141021728516,0.0069,0.0017,0.0004,0.041,-3.6313,-7.1821,26.3113105722181,-0.0678382029434895,-0.327044309460674,-0.0004
20:54:45,1302123303201000000,-18,1036.204000000,37.4279499552811,-122.183073952339,8.02712345123291,0.0029,0.0061,-0.0072,-0.0276,3.8663,-10.0013,26.3133732202806,-0.0645150477317307,-0.325440027634308,0.0072
20:54:46,1302123304201000000,-18,1037.204000000,37.4279499021973,-122.183073905994,8.03580474853516,0.0048,-0.0023,-0.0053,-0.0053,1.298,-6.8786,26.3098208819508,-0.0609627094019196,-0.323549266910376,0.0053
20:54:47,1302123305201000000,-18,1038.204000000,37.4279498433914,-122.183073844546,8.04888916015625,0.0031,0.0023,0.0001,-0.0214,7.4782,-12.497,26.3137169949577,-0.060561638945328,-0.323320083792324,-0.0001
20:54:48,1302123306201000000,-18,1039.204000000,37.4279498581601,-122.183073833397,8.04739570617676,-0.0004,0.0105,0.0069,0.0399,1.1236,-9.8907,26.3238583479315,-0.0672652451483586,-0.322002280863523,-0.0069
20:54:49,1302123307201000000,-18,1040.204000000,37.4279499190633,-122.183073845468,8.03633785247803,0.0044,-0.0031,0.0037,0.0738,-3.1201,-3.837,26.3297598132214,-0.0719062032889183,-0.321200139950339,-0.0037
20:54:50,1302123308201000000,-18,1041.204000000,37.4279499449436,-122.183073862108,8.03214836120605,0.0002,0.006,-0.0032,0.0223,0.0734,-12.5126,26.3440264623201,-0.0753439500597032,-0.323205492233297,0.0032
20:54:51,1302123309201000000,-18,1042.204000000,37.4279499149467,-122.183073895882,8.03903102874756,0.0037,-0.0036,0.003,0.0321,-0.2541,-17.0956,26.3540532237349,-0.0756304289572687,-0.325153548736742,-0.003
20:54:52,1302123310201000000,-18,1043.204000000,37.4279498736726,-122.18307391445,8.04801464080811,0.0045,-0.0073,0.0008,0.008,1.1167,-10.8634,26.3637935062521,-0.07305211887918,-0.326299464327004,-0.0008
20:54:53,1302123311201000000,-18,1044.204000000,37.4279499012253,-122.183073911788,8.04821586608887,0.0023,-0.0006,0.0006,0.0397,-0.4592,-12.5524,26.3760548030679,-0.0694997805493689,-0.327330788358239,-0.0006
20:54:54,1302123312201000000,-18,1045.204000000,37.4279499584331,-122.183073930131,8.0391206741333,0.0018,0.0015,0.0039,0.0199,1.8277,-9.8838,26.3822427472553,-0.0688122311952119,-0.33254470429393,-0.0039
20:54:55,1302123313201000000,-18,1046.204000000,37.4279499722824,-122.183073945587,8.0337963104248,-0.0016,0.0013,-0.0022,-0.0227,4.8543,-9.9001,26.382987592389,-0.0707029919191436,-0.331513380262694,0.0022
20:54:56,1302123314201000000,-18,1047.204000000,37.4279499383081,-122.183073973217,8.03910827636719,0.0001,-0.0076,0.0009,0.0396,-4.4074,-14.5461,26.3880296209862,-0.0609054136224065,-0.328533999728014,-0.0009
20:54:57,1302123315201000000,-18,1048.204000000,37.4279499058796,-122.183073996561,8.04739379882813,-0.0054,0.003,-0.0004,-0.0154,-0.3055,-11.4007,26.3923841002292,-0.0601605684887364,-0.332888478971008,0.0004
20:54:58,1302123316201000000,-18,1049.204000000,37.4279498861718,-122.183073997356,8.04927158355713,-0.0024,-0.0053,0.0072,0.0219,-4.7249,-6.5794,26.3966812836926,-0.064744230849783,-0.328591295507527,-0.0072
20:54:59,1302123317201000000,-18,1050.204000000,37.4279498925712,-122.183073961801,8.04451942443848,-0.0035,-0.0033,0.0059,-0.0154,-1.4793,-13.7166,26.4079112564772,-0.06543178020394,-0.327388084137752,-0.0059
20:55:00,1302123318201000000,-18,1051.204000000,37.4279498851345,-122.183073940412,8.04133605957031,-0.0047,-0.0029,-0.0042,-0.0239,-2.8372,-5.7416,26.4211465815447,-0.0699581467854735,-0.320340703257643,0.0042
20:55:01,1302123319201000000,-18,1052.204000000,37.4279498517537,-122.183073951924,8.04444313049316,-0.0051,-0.0028,-0.0019,-0.0621,0.8263,-8.0933,26.435470526423,-0.0707029919191436,-0.325038957177716,0.0019
20:55:02,1302123320201000000,-18,1053.204000000,37.4279498194826,-122.183073948303,8.04702568054199,-0.0036,-0.0046,-0.0072,-0.0317,-0.0904,-9.7373,26.4456118793968,-0.0668641746917671,-0.321486618847905,0.0072
20:55:03,1302123321201000000,-18,1054.204000000,37.4279498459193,-122.183073910801,8.04340744018555,-0.003,0.0038,-0.0058,-0.0352,0.6982,-6.2852,26.455122978796,-0.0603897516067888,-0.319595858123973,0.0058
20:55:04,1302123322201000000,-18,1055.204000000,37.4279498773289,-122.183073871276,8.03389549255371,-0.0009,0.0026,0.001,-0.0317,-2.0293,-8.2724,26.4630297963688,-0.0615356671970504,-0.324465999382585,-0.001
20:55:05,1302123323201000000,-18,1056.204000000,37.4279499050091,-122.18307385091,8.02912044525146,-0.0009,-0.0019,-0.0001,0.0169,-3.3703,-8.7841,26.4707647266031,-0.0603897516067888,-0.315928928235136,0.0001
20:55:06,1302123324201000000,-18,1057.204000000,37.4279498947787,-122.183073876219,8.03281879425049,-0.0045,0.0038,-0.0012,-0.019,1.5567,-11.0282,26.4824530656237,-0.0621086249921812,-0.311517153212629,0.0012
20:55:07,1302123325201000000,-18,1058.204000000,37.4279498506895,-122.183073926627,8.0421895980835,-0.005,0.0043,-0.0053,-0.001,2.372,-10.9721,26.4874377984414,-0.0627388785668251,-0.323205492233297,0.0053
20:55:08,1302123326201000000,-18,1059.204000000,37.4279498433775,-122.183073924978,8.04391479492188,-0.0036,-0.0019,0.0058,-0.002,2.4337,-9.3628,26.4871513195438,-0.0700727383444997,-0.321257435729853,-0.0058
20:55:09,1302123327201000000,-18,1060.204000000,37.4279498772874,-122.183073918968,8.0419282913208,-0.0073,0.0092,-0.0044,0.0456,-3.7914,-11.4696,26.4923079397,-0.0732240062177192,-0.331112309806103,0.0044
20:55:10,1302123328201000000,-18,1061.204000000,37.4279498688751,-122.183073930212,8.04288005828857,-0.0008,0.0003,0.0046,0.0609,-5.1342,-10.8813,26.5050848985314,-0.0740261471309024,-0.322919013335732,-0.0046
20:55:11,1302123329201000000,-18,1062.204000000,37.4279498613867,-122.183073949703,8.05084037780762,0.0015,-0.0031,-0.0026,0.0039,2.332,-11.2227,26.5127052372066,-0.0715624286118398,-0.326356760106517,0.0026
20:55:12,1302123330201000000,-18,1063.204000000,37.4279498574199,-122.183073966412,8.06149482727051,-0.0004,-0.0014,-0.0089,-0.0067,2.0704,-10.7658,26.5239352099912,-0.0760314994138602,-0.328533999728014,0.0089
20:55:13,1302123331201000000,-18,1064.204000000,37.4279498749312,-122.18307395618,8.0623722076416,0.0019,-0.0051,-0.0043,-0.002,2.1388,-12.0997,26.5326441684772,-0.0711040623757352,-0.329679915318276,0.0043
20:55:14,1302123332201000000,-18,1065.204000000,37.4279499059272,-122.183073925207,8.05073928833008,-0.0059,0.0071,-0.0062,-0.0488,3.9066,-8.8905,26.5362538025865,-0.0818183731446815,-0.327617267255805,0.0062
20:55:15,1302123333201000000,-18,1066.204000000,37.4279499252594,-122.183073884604,8.03931999206543,0.0025,-0.0091,0.0043,0.018,-6.8802,-7.4297,26.5427282256715,-0.0831934718529955,-0.327388084137752,-0.0043
20:55:16,1302123334201000000,-18,1067.204000000,37.4279499615643,-122.183073852205,8.0374002456665,-0.0022,0.0002,0.0013,-0.1109,7.1857,-3.7879,26.549489127654,-0.0892668244813822,-0.326127576988465,-0.0013
20:55:17,1302123335201000000,-18,1068.204000000,37.4279499684991,-122.183073832496,8.04149436950684,0.0015,-0.0059,-0.0052,-0.0235,-1.6327,-12.2001,26.5536717195585,-0.08216214782176,-0.325268140295768,0.0052
20:55:18,1302123336201000000,-18,1069.204000000,37.4279499504206,-122.18307383655,8.03998851776123,0.0001,0.0023,0.0011,-0.0342,0.0318,-7.3118,26.5633547062962,-0.0822194436012731,-0.319996928580565,-0.0011
20:55:19,1302123337201000000,-18,1070.204000000,37.4279499211637,-122.183073868893,8.03412818908691,0.0019,0.0018,0.0093,-0.0774,4.6623,-12.7266,26.5638703683118,-0.0746564007055463,-0.319825041242025,-0.0093
20:55:20,1302123338201000000,-18,1071.204000000,37.4279499379678,-122.183073847158,8.02682113647461,0.0018,0.0008,0.0101,0.0076,-6.8043,-12.2538,26.5601461426435,-0.0690414143132642,-0.319366675005921,-0.0101
20:55:21,1302123339201000000,-18,1072.204000000,37.4279499005435,-122.183073868522,8.0267391204834,-0.0008,0.0031,0,-0.0835,6.0472,-12.9517,26.560088846864,-0.0653744844244269,-0.318564534092738,0
20:55:22,1302123340201000000,-18,1073.204000000,37.4279498447338,-122.183073899576,8.03101062774658,-0.0037,0.0022,-0.0042,-0.0454,2.3869,-8.8249,26.5591721143917,-0.0588427655599355,-0.318220759415659,0.0042
20:55:23,1302123341201000000,-18,1074.204000000,37.4279498270621,-122.183073956772,8.03627586364746,-0.0104,0.0116,-0.0044,0.0007,-1.6696,-7.3506,26.5577397199039,-0.0621086249921812,-0.325554619193334,0.0044
20:55:24,1302123342201000000,-18,1075.204000000,37.4279498335483,-122.183073984324,8.03626918792725,-0.0045,0.002,0.0034,-0.0045,1.3002,-15.8664,26.5633547062962,-0.0620513292126681,-0.330482056231459,-0.0034
20:55:25,1302123343201000000,-18,1076.204000000,37.4279498468457,-122.18307397257,8.03433990478516,-0.0045,0.0068,0.0027,-0.0197,4.9038,-13.299,26.5720063690027,-0.066806878912254,-0.333346845207113,-0.0027
20:55:26,1302123344201000000,-18,1077.204000000,37.4279498792178,-122.183073970138,8.03579711914063,0.0003,0.0014,-0.0043,0.0723,-2.6001,-4.8107,26.5759597777891,-0.0740261471309024,-0.335352197490071,0.0043
20:55:27,1302123345201000000,-18,1078.204000000,37.4279498837068,-122.183073971828,8.04119110107422,0.0046,-0.0025,0.0089,-0.0143,1.8673,-8.5446,26.5753868199939,-0.0791254715075667,-0.329909098436328,-0.0089
20:55:28,1302123346201000000,-18,1079.204000000,37.4279499030956,-122.183073966097,8.04437637329102,0.0027,0.0005,-0.0031,-0.0322,3.8919,-10.4641,26.5741263128447,-0.0802713870978283,-0.329221549082171,0.0031
20:55:29,1302123347201000000,-18,1080.204000000,37.4279499250696,-122.18307394575,8.04420566558838,0.0013,0.002,-0.0125,-0.0075,3.0938,-12.2896,26.5724647352388,-0.0825632182783516,-0.325955689649925,0.0125
20:55:30,1302123348201000000,-18,1081.204000000,37.4279499289294,-122.18307391817,8.04225635528564,-0.0055,0.0137,-0.002,-0.0052,5.3787,-4.9877,26.5650735796816,-0.0868031059623197,-0.328190225050936,0.002
20:55:31,1302123349201000000,-18,1082.204000000,37.4279499375846,-122.183073882129,8.03939723968506,-0.0072,0.0171,-0.0091,0.004,3.9666,-14.609,26.5610055793362,-0.0827351056168909,-0.327044309460674,0.0091
20:55:32,1302123350201000000,-18,1083.204000000,37.4279499273664,-122.183073866558,8.04361724853516,0.0044,-0.0045,-0.0102,0.008,-1.4611,-4.7588,26.5578543114629,-0.08216214782176,-0.329679915318276,0.0102
20:55:33,1302123351201000000,-18,1084.204000000,37.4279499141141,-122.183073883059,8.04980182647705,0.0076,-0.0081,-0.0015,0.022,-2.6593,-10.4896,26.5483432120638,-0.0732813019972323,-0.327961041932883,0.0015
20:55:34,1302123352201000000,-18,1085.204000000,37.4279499193546,-122.183073873815,8.04645729064941,0.0063,-0.0038,0.0084,-0.0193,2.5705,-6.1431,26.5474264795916,-0.0745991049260332,-0.331341492924155,-0.0084
20:55:35,1302123353201000000,-18,1086.204000000,37.4279499525239,-122.183073866928,8.03493976593018,0.0009,0.0032,-0.0092,-0.0216,3.4979,-10.7292,26.5525258039682,-0.0699008510059604,-0.326815126342622,0.0092
20:55:36,1302123354201000000,-18,1087.204000000,37.4279499122683,-122.183073873345,8.03222370147705,0.0048,-0.0121,0.0073,-0.0272,1.7268,-8.8441,26.5508642263623,-0.0699581467854735,-0.321543914627418,-0.0073
20:55:37,1302123355201000000,-18,1088.204000000,37.4279498462151,-122.183073902299,8.04141521453857,0.0023,-0.0149,-0.0066,-0.0218,-2.6891,-2.3394,26.5481713247252,-0.0686976396361857,-0.323721154248915,0.0066
20:55:38,1302123356201000000,-18,1089.204000000,37.427949807123,-122.183073932217,8.05090522766113,-0.0033,-0.0014,-0.0018,-0.0495,0.3079,-13.6716,26.549374536095,-0.0684684565181334,-0.321429323068392,0.0018
20:55:39,1302123357201000000,-18,1090.204000000,37.4279498594284,-122.183073957864,8.04850673675537,0.0003,0.0022,0.0055,-0.0289,-0.548,-11.7555,26.5505777474648,-0.0694424847698558,-0.324580590941611,-0.0055
20:55:40,1302123358201000000,-18,1091.204000000,37.4279498943888,-122.183073924419,8.0408353805542,0.0026,0.0017,0.0044,-0.0681,2.6816,-14.2119,26.5504058601262,-0.0685830480771595,-0.325726506531873,-0.0044
20:55:41,1302123359201000000,-18,1092.204000000,37.4279499355039,-122.183073932324,8.03473091125488,0.0025,-0.0015,-0.0068,-0.037,-0.7227,-8.9857,26.545134648411,-0.0664631042351755,-0.331112309806103,0.0068
